username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section
The Washington Post,2025-06-08 09:49:19,"Miguel Uribe Turbay, a presidential hopeful in Colombia, was shot from behind by armed men on Saturday in Bogotá, according to a statement from his party. His condition remains uncertain.",78,31,['https://www.washingtonpost.com/world/2025/06/07/miguel-uribe-turbay-attack-colombia/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/07/miguel-uribe-turbay-attack-colombia/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Breaking News,Breaking News
The Washington Post,2025-06-07 16:49:31,"She has short bowel syndrome, and only the U.S. offers the treatment that keeps her alive. But her family’s humanitarian parole was suddenly revoked.

Now, two months later, DHS has reversed course.",10124,2106,['https://wapo.st/4n5Othw'],['https://wapo.st/4n5Othw'],Health,Health
The Washington Post,2025-06-07 15:57:23,"Broadway’s “Goodnight and Good Luck,” starring George Clooney, is airing live on CNN tonight. The Post’s theater critic praised the “sensually detailed” play as a timely rallying cry for integrity.",2508,517,['https://wapo.st/3HJsMmY'],['https://wapo.st/3HJsMmY'],Entertainment,Entertainment
The Washington Post,2025-06-07 15:06:46,President Trump threatened “very serious consequences” against Elon Musk on Saturday if the tech billionaire and former adviser were to fund any Democratic candidates.,275,83,['https://wapo.st/4dT8wvo'],['https://wapo.st/4dT8wvo'],Politics,Politics
The Washington Post,2025-06-07 14:07:10,"Multiple ICE raids in Los Angeles on Friday set off a wave of protests that were met with a show of force by officers in tactical gear, as the Trump administration’s sweeping crackdown on immigration escalates.",276,111,['https://wapo.st/4mLELAx'],['https://wapo.st/4mLELAx'],Immigration,World
The Washington Post,2025-06-07 13:27:15,Exclusive: Officials at NASA and the Pentagon are urging SpaceX competitors to quickly develop alternative rockets and spacecraft after President Trump threatened to cancel Space X’s contracts and Elon Musk’s defiant response.,316,115,['https://www.washingtonpost.com/technology/2025/06/07/trump-musk-spacex-nasa-national-security/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/technology/2025/06/07/trump-musk-spacex-nasa-national-security/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Space News,Space News
The Washington Post,2025-06-07 12:31:54,"Breaking news: In a rematch of their 2023 U.S. Open final, Coco Gauff beat top-ranked Aryna Sabalenka to win the French Open. She is its first American champion since Serena Williams in 2015.",10080,1213,['https://www.washingtonpost.com/sports/2025/06/07/coco-gauff-french-open-womens-final-winner/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/sports/2025/06/07/coco-gauff-french-open-womens-final-winner/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Sports,Sports
The Washington Post,2025-06-07 11:37:01,"""SO FAR GONE,"" the new novel by @jesswalter.bsky.social, comes out in a few days. He showed me some places around Spokane that inspired it. My latest: 

www.washingtonpost.com/books/2025/0...",25,5,['https://www.washingtonpost.com/books/2025/06/07/jess-walter-so-far-gone-interview/'],['https://www.washingtonpost.com/books/2025/06/07/jess-walter-so-far-gone-interview/'],Books,Arts & Culture
The Washington Post,2025-06-07 11:30:53,A Brazilian comedian has been sentenced to 8 years in prison for ‘bigoted’ jokes told in 2022. The decision marks the latest effort by Brazil to place limits on freedom of expression.,1351,457,['https://www.washingtonpost.com/world/2025/06/07/brazil-comedian-leo-lins-free-speech/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/07/brazil-comedian-leo-lins-free-speech/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Entertainment News,Entertainment
The Washington Post,2025-06-07 10:31:42,"The Trump administration can bar the Associated Press from some official events for now, a federal appeals court ruled Friday.

The AP had sued the administration after it was barred from the White House press pool for continuing to use “Gulf of Mexico.”",105,46,['https://www.washingtonpost.com/style/media/2025/06/07/trump-associated-press-appeal-ruling-pool/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/style/media/2025/06/07/trump-associated-press-appeal-ruling-pool/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-07 09:31:05,"Starting July 1, colleges will be permitted to directly pay athletes for the first time, the result of a federal judge granting final approval to a multibillion dollar legal settlement Friday night.",96,17,['https://www.washingtonpost.com/sports/2025/06/06/house-ncaa-settlement/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/sports/2025/06/06/house-ncaa-settlement/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Sports News,Sports
The Washington Post,2025-06-06 20:26:09,"Whether honoring decades of struggle, protecting their families, or simply claiming space, WorldPride attendees spoke to The Post about resilience, resistance, and a commitment to being seen and heard with this year's celebration of the LGBTQ+ community.",1214,215,['https://www.washingtonpost.com/dc-md-va/2025/06/06/world-pride-voices/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/dc-md-va/2025/06/06/world-pride-voices/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],LGBTQ+ News,Social Issues
The Washington Post,2025-06-06 19:23:37,"“It feels right, it feels like it’s needed and like a good time to do it,” D.C.-based drag queen Mari Con Carne said of the Nationals’ Pride night.",160,22,['https://www.washingtonpost.com/sports/2025/06/06/mlb-pride-night-nationals/'],['https://www.washingtonpost.com/sports/2025/06/06/mlb-pride-night-nationals/'],Entertainment,Entertainment
The Washington Post,2025-06-06 18:35:30,"A day after his public spat with Elon Musk, the White House signaled Friday that President Donald Trump might be joining the ranks of buyers with Tesla remorse and surrender the keys to his nearly new Model S.",134,29,['https://www.washingtonpost.com/business/2025/06/06/trump-sell-tesla-elon-musk/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/06/trump-sell-tesla-elon-musk/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Business,Business & Economy
The Washington Post,2025-06-06 17:26:53,"The Supreme Court sided with President Trump on two emergency requests related to DOGE, allowing it to access sensitive data at the Social Security Administration for now and shielding DOGE from having to immediately disclose records.",105,67,['https://www.washingtonpost.com/politics/2025/06/06/supreme-court-doge-social-security-privacy-data/'],['https://www.washingtonpost.com/politics/2025/06/06/supreme-court-doge-social-security-privacy-data/'],Politics,Politics
The Washington Post,2025-06-06 16:38:00,The Defense Department inspector general’s office is examining whether it was Defense Secretary Pete Hegseth or an aide who used Hegseth’s account on the Signal app to divulge detailed information about forthcoming air attacks on Yemen.,122,30,['https://wapo.st/456IDpw'],['https://wapo.st/456IDpw'],National Security,Defense & Security
The Washington Post,2025-06-06 15:56:56,"Breaking news: The Justice Department has brought human smuggling charges against Kilmar Abrego García, a wrongly deported Salvadoran man whose removal to a notorious gang prison ignited a standoff with federal courts.",65,19,['https://wapo.st/4kXoMxK'],['https://wapo.st/4kXoMxK'],Crime,Crime
The Washington Post,2025-06-06 14:37:56,"Five leaders of the Proud Boys, four of whom were found guilty of engaging in a seditious conspiracy, want the government to pay them $100 million in restitution over claims their constitutional rights were violated.",79,50,['https://wapo.st/3FRwF8O'],['https://wapo.st/3FRwF8O'],Legal News,Crime
The Washington Post,2025-06-06 14:24:22,"A former D.C. police lieutenant convicted of leaking information about a police investigation to the leader of the Proud Boys group on the eve of the Jan. 6, 2021, Capitol riot, was sentenced Friday to 18 months behind bars.",16538,3836,['https://wapo.st/3TaaQV0'],['https://wapo.st/3TaaQV0'],Crime,Crime
The Washington Post,2025-06-06 13:57:13,"Researchers recently caught Meta using tactics that one expert called similar to those of digital crooks to secretly compile logs of people’s web browsing on Android devices.

Here are a few ways to safeguard your digital privacy:",775,394,['https://wapo.st/4mLLE53'],['https://wapo.st/4mLLE53'],Digital Privacy,Digital Privacy
The Washington Post,2025-06-06 13:34:15,"Damian Williams, the former top federal prosecutor in Manhattan, is leaving the law firm Paul Weiss to join Jenner & Block, defecting from a firm that struck a deal with the Trump administration to sign on with one that fought it in court.",456,89,['https://wapo.st/43Of75D'],['https://wapo.st/43Of75D'],Legal News,Crime
The Washington Post,2025-06-06 12:30:34,"President Trump is beefing with Bruce Springsteen.
 
But some GOP figures are standing by the Jersey icon, saying the rocker’s music is bigger than politics — even if that means they have to compartmentalize a bit.",150,28,['https://wapo.st/4kZ1YO9'],['https://wapo.st/4kZ1YO9'],Entertainment,Entertainment
The Washington Post,2025-06-06 11:56:35,"Smoke from wildfires in Canada has spread more than 5,000 miles, reaching Russia and Europe during the past week. 

Parts of the United States and Canada will see poor air quality today.",197,66,['https://wapo.st/4405zFT'],['https://wapo.st/4405zFT'],Environment,Climate & Environment
The Washington Post,2025-06-06 11:02:44,"President Donald Trump is considering selling the cherry-red Tesla he purchased in a public display of support for Elon Musk, a senior White House official said, the latest fallout from their dramatic split. wapo.st/3SF5HV2",152,35,['https://wapo.st/3SF5HV2'],['https://wapo.st/3SF5HV2'],Politics,Politics
The Washington Post,2025-06-06 10:24:22,"Nearly a dozen immigration officers and eight deportees are sick and stranded in a metal shipping container in the searing-hot East African nation of Djibouti, where they face the constant threat of malaria and rocket attacks from nearby Yemen, according to a federal court filing.",4329,1540,['https://www.washingtonpost.com/immigration/2025/06/05/djibouti-deportations-migrants-ice-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/05/djibouti-deportations-migrants-ice-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-06 09:45:36,"Today in D.C., thousands of veterans are rallying against President Trump’s cuts to the Department of Veterans Affairs and his slashing of staff throughout the government.

“I didn’t think I’d be doing this at my age, but I can’t stand by,” said Reed Radcliffe, 68, who spent two decades in the Navy.",1204,346,['https://www.washingtonpost.com/dc-md-va/2025/06/06/unite-for-veterans-rally-dc-benefits-trump-cuts/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/dc-md-va/2025/06/06/unite-for-veterans-rally-dc-benefits-trump-cuts/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-06 09:06:25,"San Antonio police have walked back on a previous statement that there was no evidence of a hate crime in the killing of actor Jonathan Joss, with the police chief now calling the statement “premature.”",10857,2495,['https://www.washingtonpost.com/nation/2025/06/06/jonathan-joss-shooting-hate-crime-police/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/06/jonathan-joss-shooting-hate-crime-police/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Crime News,Crime
The Washington Post,2025-06-06 08:38:53,"Breaking news: U.S. employers added 139,000 jobs in May, a solid showing amid economic uncertainty that has caused some employers to pause hiring.

The unemployment rate held steady at 4.2 percent.",78,16,['https://www.washingtonpost.com/business/2025/06/06/jobs-report-may-unemployment/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/06/jobs-report-may-unemployment/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Economy,Business & Economy
The Washington Post,2025-06-06 08:21:26,"More bombshell testimony from an alleged sex-trafficking victim of Sean “Diddy” Combs is expected on Day 18 of the hip-hop mogul’s federal sex-trafficking trial.

Follow along for live updates here:",81,23,['https://wapo.st/4kr3Sad'],['https://wapo.st/4kr3Sad'],Entertainment News,Entertainment
The Washington Post,2025-06-06 07:50:13,"Across the government, the Trump administration is scrambling to rehire many federal employees dismissed under DOGE’s staff-slashing initiatives after wiping out entire offices, in some cases imperiling key services such as weather forecasting and the drug approval process.",1823,730,['https://www.washingtonpost.com/business/2025/06/06/doge-staff-cuts-rehiring-federal-workers/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/06/doge-staff-cuts-rehiring-federal-workers/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-06 07:22:45,"The alliance between President Donald Trump and Elon Musk spectacularly imploded Thursday as the world’s most prominent bromance collapsed into mutual public trolling.

Here’s a breakdown of the breakup: wapo.st/43M5FQh",130,29,['https://wapo.st/43M5FQh'],['https://wapo.st/43M5FQh'],Politics,Politics
The Washington Post,2025-06-05 16:02:34,"REMOVING RHINOCEROS HORNS reduced poaching deaths by 78 percent, conservationists in South Africa found. But then you've got rhinos without horns. Sammy Westfall thinks it through

www.washingtonpost.com/world/2025/0...",67,7,['https://www.washingtonpost.com/world/2025/06/05/rhino-horn-dehorn-poaching-south-africa-study/'],['https://www.washingtonpost.com/world/2025/06/05/rhino-horn-dehorn-poaching-south-africa-study/'],Environment,Climate & Environment
The Washington Post,2025-06-05 20:57:57,"In the last two days, the once powerful relationship between President Trump and Elon Musk has unraveled over social media.

See how the digital confrontation devolved from complaints over the president’s tax bill to Musk alleging Trump was “in the Epstein files.”",159,28,['https://www.washingtonpost.com/politics/interactive/2025/trump-musk-x-truth-social-timeline/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/interactive/2025/trump-musk-x-truth-social-timeline/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-05 15:54:51,"President Trump escalated his fast-growing feud with Elon Musk, saying he has gone “CRAZY.”

“The easiest way to save money in our Budget, Billions and Billions of Dollars, is to terminate Elon’s Governmental Subsidies and Contracts,” Trump wrote.",255,62,['https://www.washingtonpost.com/politics/2025/06/05/trump-presidency-news/#link-CTF3MUF3BNGLNDMY4LYLJWDJME?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/05/trump-presidency-news/#link-CTF3MUF3BNGLNDMY4LYLJWDJME?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-05 15:32:12,"Breaking news: Reagan National Airport is expected to close for up to several hours on June 14 to accommodate military flyovers, parachute jumps and fireworks on the National Mall that are part of the U.S. Army’s 250th birthday celebration.",129,69,['https://www.washingtonpost.com/business/2025/06/05/army-trump-birthday-parade-airport-closure/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/05/army-trump-birthday-parade-airport-closure/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Local News,Local News
The Washington Post,2025-06-05 14:40:18,"Exclusive: Impoverished countries may be denied $12 million in contraceptives and HIV-prevention medications that have already been purchased by the U.S., an examination by The Post found.",71,37,['https://www.washingtonpost.com/investigations/2025/06/05/usaid-money-hiv-contraceptives-trump-destroyed/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/investigations/2025/06/05/usaid-money-hiv-contraceptives-trump-destroyed/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Health,Health
The Washington Post,2025-06-05 14:01:58,"A federal judge ordered the Trump administration to reinstate programs funded by AmeriCorps grants in 24 states and Washington, D.C. However, the order does not stop the push to place much of the agency’s workforce on administrative leave.",116,35,['https://wapo.st/43WclLQ?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://wapo.st/43WclLQ?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-05 13:13:12,"President Donald Trump said that he was “very disappointed” in Elon Musk, delivering his sharpest criticism to date of the tech billionaire who served as a key political ally during the 2024 campaign and his first months in office.",55,11,['https://wapo.st/444CclG'],['https://wapo.st/444CclG'],Politics,Politics
The Washington Post,2025-06-05 13:04:13,"President Trump is pursuing an agenda that would add trillions of dollars to the soaring national debt despite running for office, in part, on pledges to slash the size of the federal government and rein in the debt.",134,46,['https://www.washingtonpost.com/business/2025/06/04/trump-debt-big-beautiful-bill/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/04/trump-debt-big-beautiful-bill/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-05 12:41:34,"The vehicle of Travis Decker, the man suspected of killing his three daughters, was found by a deputy in a remote area about 40 miles away from where the girls lived with their mother, Whitney Decker. The girls’ bodies were found nearby, officials said, but not their father.",56,13,['https://www.washingtonpost.com/nation/2025/06/04/three-girls-wenatchee-killing-father-washington/?utm_campaign=wp_the7&utm_medium=email&utm_source=newsletter&carta-url=https%3A%2F%2Fs2.washingtonpost.com%2Fcar-ln-tr%2F42e7057%2F6841765ecb966241e706dc6d%2F5c7726e59bbc0f61490bd0b2%2F52%2F103%2F6841765ecb966241e706dc6d?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/04/three-girls-wenatchee-killing-father-washington/?utm_campaign=wp_the7&utm_medium=email&utm_source=newsletter&carta-url=https%3A%2F%2Fs2.washingtonpost.com%2Fcar-ln-tr%2F42e7057%2F6841765ecb966241e706dc6d%2F5c7726e59bbc0f61490bd0b2%2F52%2F103%2F6841765ecb966241e706dc6d?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Crime,Crime
The Washington Post,2025-06-05 12:32:46,"Nintendo’s Switch 2 is out today, and with it “Mario Kart World.”

With a seamless world, classic game modes and a vibrant soundtrack, the marquee launch title does all it can to earn the $80 price tag, writes @gene.meme.",41,3,['https://www.washingtonpost.com/entertainment/video-games/2025/06/03/mario-kart-world-switch-2-preview/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/entertainment/video-games/2025/06/03/mario-kart-world-switch-2-preview/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Gaming,Entertainment
The Washington Post,2025-06-05 11:55:08,"The Trump Administration has ordered restrictions starting Monday on entry into the United States for citizens of 19 countries.

See what countries will be impacted:",29,10,['https://www.washingtonpost.com/immigration/2025/06/05/trump-travel-ban-countries-map/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/05/trump-travel-ban-countries-map/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-05 11:30:00,Chicago had the second-worst air quality among the world’s major cities on Thursday as Canadian wildfire smoke continued to affect the Midwest.,111,30,['https://www.washingtonpost.com/weather/2025/06/05/chicago-detroit-air-quality-canadian-wildfire-smoke/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/weather/2025/06/05/chicago-detroit-air-quality-canadian-wildfire-smoke/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment
The Washington Post,2025-06-05 10:54:41,"I went to Vancouver to meet @mikeflanaganfilm.com ahead of his latest @stephenking.bsky.social adaptation THE LIFE OF CHUCK (with a magical performance from @markhamillofficial.bsky.social). Here's how he became  a top horror voice, and how he's branching out.

www.washingtonpost.com/entertainmen...",11,2,['https://www.washingtonpost.com/entertainment/movies/2025/06/05/mike-flanagan-life-chuck-stephen-king-carrie'],['https://www.washingtonpost.com/entertainment/movies/2025/06/05/mike-flanagan-life-chuck-stephen-king-carrie'],Entertainment,Entertainment
The Washington Post,2025-06-05 10:42:26,"The Supreme Court unanimously sided with a Catholic charity in Wisconsin, saying it should have qualified for a tax exemption in a decision that has implications for other religiously-affiliated nonprofits.",50,11,['https://www.washingtonpost.com/politics/2025/06/05/supreme-court-tax-exemption-churches/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/05/supreme-court-tax-exemption-churches/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Legal News,Crime
The Washington Post,2025-06-05 10:23:02,Breaking news: The Supreme Court unanimously blocked the Mexican government from proceeding with an unusual lawsuit that sought to hold major U.S. firearms manufacturers accountable for gun violence in that country.,41,20,['https://www.washingtonpost.com/politics/2025/06/05/gunmakers-mexico-supreme-court-decision/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/05/gunmakers-mexico-supreme-court-decision/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Legal News,Crime
The Washington Post,2025-06-05 10:13:02,"Breaking news: The Supreme Court sided with a straight woman who claimed she faced bias in the workplace after she was passed over for positions that went to gay colleagues.

The decision will make it easier for members of majority groups to prove job discrimination claims.",289,93,['https://www.washingtonpost.com/politics/2025/06/05/workplace-discrimination-supreme-court-decision/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/05/workplace-discrimination-supreme-court-decision/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Legal News,Crime
The Washington Post,2025-06-05 09:53:46,"A Guatemalan man who was wrongly deported to Mexico was permitted to reenter the United States, his lawyer said, marking the first known instance of the Trump administration returning a deportee in response to a judicial order.",285,79,['https://www.washingtonpost.com/immigration/2025/06/05/first-deportee-returned-trump-guatemala/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/05/first-deportee-returned-trump-guatemala/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Immigration,World
The Washington Post,2025-06-05 09:38:21,"More than half of Canada's wildfires are out of control, authorities say, forcing evacuations, threatening First Nations people and sending smoke to the United States. ‪Here's why firefighters are letting many of them burn

www.washingtonpost.com/world/2025/0...",22,12,['https://www.washingtonpost.com/world/2025/06/04/canada-fires-uncontrolled-air-quality-us/'],['https://www.washingtonpost.com/world/2025/06/04/canada-fires-uncontrolled-air-quality-us/'],Environment,Climate & Environment
The Washington Post,2025-06-05 09:12:47,The Oklahoma City Thunder and the Indiana Pacers needed years of savvy maneuvering to overcome their disadvantages as small-market franchises and reach the sport’s biggest stage.,30,1,['https://www.washingtonpost.com/sports/2025/06/05/nba-finals-matchup-thunder-pacers/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/sports/2025/06/05/nba-finals-matchup-thunder-pacers/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Sports,Sports
The Washington Post,2025-06-05 08:30:03,"President Trump on Wednesday evening sought to restrict international students and scholars from entering the country to attend, conduct research or teach at Harvard University, further escalating the administration’s strong-armed attempts to force change in higher education.",54,17,['https://www.washingtonpost.com/politics/2025/06/04/harvard-visa-ban-trump-international-students/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/04/harvard-visa-ban-trump-international-students/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Education,Education
The Washington Post,2025-06-05 07:48:38,ICYMI: the National Portrait Gallery’s director is still at work — and Trump’s attempt to fire her will be a subject of a Smithsonian board meeting on Monday www.washingtonpost.com/entertainmen...,90,17,['https://www.washingtonpost.com/entertainment/art/2025/06/04/national-portrait-gallery-kim-sajet-trump/'],['https://www.washingtonpost.com/entertainment/art/2025/06/04/national-portrait-gallery-kim-sajet-trump/'],Entertainment,Entertainment
The Washington Post,2025-06-05 08:01:11,"The face of the NBA is a title with diminished meaning and murky criteria that punishes candidates as much as it promotes them.

Column by @jerrybrewer.bsky.social",11,4,['https://www.washingtonpost.com/sports/2025/06/05/face-nba/'],['https://www.washingtonpost.com/sports/2025/06/05/face-nba/'],Sports,Sports
The Washington Post,2025-06-05 08:01:36,"The federal government has paused a plan to issue a $47 million contract for an expanded immigrant detention center in Georgia amid a review of the contract by the U.S. DOGE Service, according to a local official briefed on the matter and documents obtained by The Post.",158,58,['https://www.washingtonpost.com/business/2025/06/04/ice-detention-georgia-geo/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/04/ice-detention-georgia-geo/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Immigration,World
The Washington Post,2025-06-05 07:34:15,"President Trump announced restrictions on individuals coming to the United States from more than a dozen countries on Wednesday, broadening a policy from his first term and amplifying the administration’s stringent approach to immigration.",36,15,['https://www.washingtonpost.com/immigration/2025/06/05/trump-travel-ban-exceptions-countries/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/05/trump-travel-ban-exceptions-countries/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-05 07:02:15,President Trump ordered a broad investigation into whether Joe Biden covered up a cognitive decline while in the White House and was incapable of executing presidential decisions — an unprecedented request that in theory could undermine thousands of Biden’s executive actions and pardons.,58,33,['https://www.washingtonpost.com/politics/2025/06/04/trump-biden-investigate-cover-up-decline-autopen/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/04/trump-biden-investigate-cover-up-decline-autopen/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-04 22:09:00,"President Donald Trump on Wednesday sought to restrict international students and scholars from entering the country to attend, conduct research or teach at Harvard University.",88,45,['https://www.washingtonpost.com/politics/2025/06/04/harvard-visa-ban-trump-international-students/'],['https://www.washingtonpost.com/politics/2025/06/04/harvard-visa-ban-trump-international-students/'],Politics,Politics
The Washington Post,2025-06-04 22:01:03,"President Donald Trump on Wednesday restricted the entry of travelers to the United States from more than a dozen countries, resurrecting and expanding sweeping restrictions from his first term that are expected to draw swift legal challenges.

It is slated to go into effect June 9.
wapo.st/3HsquIS",65,18,['https://wapo.st/3HsquIS'],['https://wapo.st/3HsquIS'],Politics,Politics
The Washington Post,2025-06-04 21:44:02,"A judge on Wednesday began what he said could be a “long journey” toward releasing FBI surveillance records of the Rev. Martin Luther King Jr., but only after consulting with King’s family and supporters who cautioned that disclosing biased or fabricated accounts could mar his legacy.",71,15,['https://wapo.st/4kKqHWa'],['https://wapo.st/4kKqHWa'],Politics,Politics
The Washington Post,2025-06-04 20:32:10,"Breaking news: The Trump administration announced a ban on travelers to the U.S. from Afghanistan, Burma, Chad, Republic of the Congo, Equatorial Guinea, Eritrea, Haiti, Iran, Libya, Somalia, Sudan and Yemen. The ban takes effect June 9.",88,40,['https://www.washingtonpost.com/immigration/2025/06/04/travel-ban-countries-list-update-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/04/travel-ban-countries-list-update-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-04 19:59:09,"In defiance of  President Trump’s announcement last Friday that he was firing her, Kim Sajet — the director of the Smithsonian Institution’s National Portrait Gallery — has continued to report for work.",3201,554,['https://www.washingtonpost.com/entertainment/art/2025/06/04/national-portrait-gallery-kim-sajet-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/entertainment/art/2025/06/04/national-portrait-gallery-kim-sajet-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-04 19:30:05,"A federal judge on Wednesday blocked the Trump administration from deporting the family of the man accused of attacking demonstrators in Boulder, Colorado. The family’s detention concerned some immigration experts.

Here’s what to know.",76,26,['https://www.washingtonpost.com/immigration/2025/06/04/visa-ice-deportation-due-process-boulder-attack/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/04/visa-ice-deportation-due-process-boulder-attack/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Immigration,World
